payment_date,customer_id,amount,running_total
2007-04-27 03:32:10.996577,6,2.99,80.77
2007-04-27 05:06:51.996577,6,2.99,83.76
2007-04-28 17:15:49.996577,6,0.99,84.75
2007-02-16 19:34:26.996577,7,0.99,0.99
2007-02-18 03:32:02.996577,7,2.99,3.98
2007-02-19 12:28:52.996577,7,0.99,4.97
2007-02-20 00:19:22.996577,7,4.99,9.96
2007-02-20 08:40:19.996577,7,0.99,10.95
2007-03-01 03:25:30.996577,7,6.99,17.94
2007-03-01 06:48:19.996577,7,5.99,23.93
2007-03-01 10:07:52.996577,7,4.99,28.92
2007-03-01 14:20:26.996577,7,4.99,33.91
2007-03-02 03:09:20.996577,7,3.99,37.9
2007-03-16 23:19:58.996577,7,7.99,45.89
2007-03-18 06:25:40.996577,7,8.99,54.88
2007-03-18 20:23:27.996577,7,2.99,57.87
2007-03-19 19:51:57.996577,7,2.99,60.86
2007-03-19 23:34:30.996577,7,2.99,63.85
2007-03-20 04:21:57.996577,7,0.99,64.84
2007-03-21 03:18:14.996577,7,5.99,70.83
2007-04-06 05:37:43.996577,7,5.99,76.82
2007-04-07 11:50:46.996577,7,2.99,79.81
2007-04-08 14:44:30.996577,7,5.99,85.8
2007-04-08 17:16:04.996577,7,4.99,90.79
2007-04-09 20:20:31.996577,7,8.99,99.78
2007-04-10 20:03:38.996577,7,7.99,107.77
2007-04-11 09:04:54.996577,7,1.99,109.76
2007-04-11 15:59:24.996577,7,2.99,112.75
2007-04-12 13:46:08.996577,7,3.99,116.74
2007-04-29 05:31:21.996577,7,5.99,122.73
2007-04-30 02:58:29.996577,7,7.99,130.72
2007-02-15 08:27:42.996577,8,2.99,2.99
2007-02-17 16:50:01.996577,8,5.99,8.98
2007-02-20 16:26:13.996577,8,4.99,13.97
2007-03-01 11:34:01.996577,8,2.99,16.96
2007-03-02 11:32:38.996577,8,9.99,26.95
2007-03-02 13:11:11.996577,8,2.99,29.94
2007-03-18 15:44:27.996577,8,2.99,32.93
2007-03-20 23:35:37.996577,8,0.99,33.92
2007-03-22 20:37:35.996577,8,7.99,41.91
2007-03-23 11:33:36.996577,8,2.99,44.9
2007-03-23 12:59:45.996577,8,4.99,49.89
2007-04-05 21:29:47.996577,8,5.99,55.88
2007-04-06 22:37:28.996577,8,0.99,56.87
2007-04-07 08:30:29.996577,8,2.99,59.86
2007-04-07 20:15:55.996577,8,3.99,63.85
2007-04-08 00:45:38.996577,8,3.99,67.84
2007-04-09 14:09:12.996577,8,2.99,70.83
2007-04-09 15:41:49.996577,8,2.99,73.82
2007-04-11 20:08:12.996577,8,4.99,78.81
2007-04-12 09:12:19.996577,8,0.99,79.8
2007-04-29 20:11:15.996577,8,1.99,81.79
2007-04-30 03:23:09.996577,8,2.99,84.78
2007-04-30 20:36:55.996577,8,0.99,85.77
2007-02-20 18:27:54.996577,9,7.99,7.99
2007-02-21 02:37:09.996577,9,4.99,12.98
2007-03-01 07:39:51.996577,9,0.99,13.97
2007-03-01 07:42:26.996577,9,4.99,18.96
2007-03-02 17:29:18.996577,9,5.99,24.95
2007-03-16 23:40:19.996577,9,0.99,25.94
2007-03-18 01:36:36.996577,9,2.99,28.93
2007-03-18 04:27:06.996577,9,2.99,31.92
2007-03-18 17:17:24.996577,9,4.99,36.91
2007-03-21 12:22:25.996577,9,7.99,44.9
2007-04-07 22:05:26.996577,9,2.99,47.89
2007-04-08 12:28:04.996577,9,0.99,48.88
2007-04-08 15:04:10.996577,9,1.99,50.87
2007-04-10 06:14:06.996577,9,2.99,53.86
2007-04-11 00:36:55.996577,9,4.99,58.85
2007-04-11 08:45:55.996577,9,5.99,64.84
2007-04-27 22:43:52.996577,9,0.99,65.83
2007-04-28 06:20:22.996577,9,2.99,68.82
2007-04-30 05:02:33.996577,9,4.99,73.81
2007-05-14 13:44:29.996577,9,4.99,78.8
2007-02-16 18:50:19.996577,10,4.99,4.99
2007-02-17 09:39:40.996577,10,4.99,9.98
2007-02-18 01:54:49.996577,10,3.99,13.97
2007-02-19 18:30:25.996577,10,0.99,14.96
2007-02-19 22:29:21.996577,10,0.99,15.95
2007-03-01 15:38:25.996577,10,8.99,24.94
2007-03-02 13:23:26.996577,10,2.99,27.93
2007-03-02 17:42:05.996577,10,0.99,28.92
2007-03-17 18:40:01.996577,10,2.99,31.91
2007-03-18 07:47:38.996577,10,2.99,34.9
2007-03-19 17:51:56.996577,10,4.99,39.89
2007-03-20 15:11:54.996577,10,2.99,42.88
2007-03-22 20:27:55.996577,10,5.99,48.87
2007-04-06 12:42:11.996577,10,3.99,52.86
2007-04-07 01:35:06.996577,10,4.99,57.85
2007-04-07 12:42:39.996577,10,1.99,59.84
2007-04-09 01:41:18.996577,10,7.99,67.83
2007-04-09 03:21:44.996577,10,2.99,70.82
2007-04-09 20:27:23.996577,10,0.99,71.81
2007-04-10 19:09:35.996577,10,2.99,74.8
2007-04-28 03:50:08.996577,10,2.99,77.79
2007-04-28 13:39:21.996577,10,6.99,84.78
2007-04-28 21:02:38.996577,10,4.99,89.77
2007-04-30 13:55:33.996577,10,4.99,94.76
2007-02-15 19:21:33.996577,11,6.99,6.99
2007-02-17 05:55:11.996577,11,7.99,14.98
2007-02-20 22:17:38.996577,11,0.99,15.97
2007-03-01 21:09:42.996577,11,4.99,20.96
2007-03-02 08:43:24.996577,11,6.99,27.95
2007-03-16 21:34:56.996577,11,0.99,28.94
2007-03-17 18:01:10.996577,11,5.99,34.93
2007-03-20 03:35:53.996577,11,0.99,35.92
2007-03-20 10:45:53.996577,11,4.99,40.91
2007-03-22 11:11:13.996577,11,0.99,41.9
2007-03-22 16:15:07.996577,11,2.99,44.89
2007-04-08 05:47:37.996577,11,2.99,47.88
2007-04-08 21:11:31.996577,11,4.99,52.87
2007-04-10 15:13:24.996577,11,5.99,58.86
2007-04-11 07:38:25.996577,11,6.99,65.85
2007-04-27 11:41:58.996577,11,4.99,70.84
2007-04-28 14:00:33.996577,11,4.99,75.83
2007-04-28 17:11:37.996577,11,2.99,78.82
2007-04-29 06:06:40.996577,11,1.99,80.81
2007-04-29 16:02:11.996577,11,0.99,81.8
2007-04-30 01:45:39.996577,11,9.99,91.79
2007-04-30 14:36:47.996577,11,6.99,98.78
2007-05-14 13:44:29.996577,11,0.99,99.77
2007-02-16 15:31:21.996577,12,5.99,5.99
2007-02-18 16:40:17.996577,12,5.99,11.98
2007-02-18 21:35:38.996577,12,5.99,17.97
2007-02-19 06:40:17.996577,12,4.99,22.96
2007-02-20 18:02:18.996577,12,2.99,25.95
2007-02-21 14:59:53.996577,12,0.99,26.94
2007-03-01 05:18:52.996577,12,10.99,37.93
2007-03-16 21:20:56.996577,12,0.99,38.92
2007-03-18 15:27:14.996577,12,4.99,43.91
2007-03-20 01:05:33.996577,12,0.99,44.9
2007-03-20 14:26:54.996577,12,2.99,47.89
2007-03-21 03:48:05.996577,12,4.99,52.88
2007-03-23 18:57:10.996577,12,0.99,53.87
2007-04-06 16:26:20.996577,12,3.99,57.86
2007-04-09 03:29:05.996577,12,0.99,58.85
2007-04-09 03:34:50.996577,12,0.99,59.84
2007-04-09 05:30:45.996577,12,0.99,60.83
2007-04-09 11:48:51.996577,12,3.99,64.82
2007-04-12 14:24:05.996577,12,2.99,67.81
2007-04-27 00:12:29.996577,12,0.99,68.8
2007-04-27 10:19:13.996577,12,0.99,69.79
2007-04-30 03:03:17.996577,12,0.99,70.78
2007-04-30 03:11:12.996577,12,5.99,76.77
2007-04-30 06:13:59.996577,12,5.99,82.76
2007-04-30 09:54:54.996577,12,4.99,87.75
2007-04-30 12:18:09.996577,12,5.99,93.74
2007-02-17 05:23:08.996577,13,2.99,2.99
2007-02-18 00:52:27.996577,13,4.99,7.98
2007-02-20 04:55:23.996577,13,2.99,10.97
2007-02-20 11:13:59.996577,13,8.99,19.96
2007-03-02 13:27:07.996577,13,4.99,24.95
2007-03-02 14:33:43.996577,13,0.99,25.94
2007-03-17 08:13:25.996577,13,5.99,31.93
2007-03-19 03:00:02.996577,13,7.99,39.92
2007-03-19 09:17:29.996577,13,4.99,44.91
2007-03-19 13:54:14.996577,13,0.99,45.9
2007-03-19 23:01:45.996577,13,0.99,46.89
2007-03-21 04:12:33.996577,13,9.99,56.88
2007-03-21 14:12:49.996577,13,7.99,64.87
2007-03-22 19:19:50.996577,13,4.99,69.86
2007-04-06 20:07:50.996577,13,2.99,72.85
2007-04-11 06:11:34.996577,13,8.99,81.84
2007-04-12 04:14:13.996577,13,2.99,84.83
2007-04-12 18:42:11.996577,13,0.99,85.82
2007-04-12 19:59:07.996577,13,2.99,88.81
2007-04-28 10:18:19.996577,13,2.99,91.8
2007-04-29 00:07:19.996577,13,2.99,94.79
2007-04-29 21:06:07.996577,13,11.99,106.78
2007-04-30 04:40:34.996577,13,0.99,107.77
2007-04-30 07:27:06.996577,13,7.99,115.76
2007-04-30 13:06:48.996577,13,9.99,125.75
2007-04-30 16:17:17.996577,13,4.99,130.74
2007-04-30 19:58:07.996577,13,0.99,131.73
2007-02-15 12:00:41.996577,14,4.99,4.99
2007-03-01 03:51:26.996577,14,2.99,7.98
2007-03-01 10:23:59.996577,14,6.99,14.97
2007-03-02 20:46:50.996577,14,4.99,19.96
2007-03-16 22:55:49.996577,14,3.99,23.95
2007-03-18 17:45:13.996577,14,2.99,26.94
2007-03-20 09:48:38.996577,14,4.99,31.93
2007-03-22 07:12:16.996577,14,6.99,38.92
2007-03-22 20:36:37.996577,14,0.99,39.91
2007-03-23 20:53:52.996577,14,0.99,40.9
2007-04-06 08:50:15.996577,14,2.99,43.89
2007-04-08 21:28:33.996577,14,0.99,44.88
2007-04-09 05:05:33.996577,14,0.99,45.87
2007-04-09 14:38:51.996577,14,7.99,53.86
2007-04-09 17:42:58.996577,14,4.99,58.85
2007-04-10 01:58:14.996577,14,7.99,66.84
2007-04-28 14:51:27.996577,14,6.99,73.83
2007-04-28 15:13:37.996577,14,0.99,74.82
2007-04-29 09:39:59.996577,14,3.99,78.81
2007-04-29 21:14:34.996577,14,4.99,83.8
2007-04-30 01:49:42.996577,14,2.99,86.79
2007-04-30 20:04:41.996577,14,4.99,91.78
2007-05-14 13:44:29.996577,14,4.99,96.77
2007-02-18 19:55:22.996577,15,2.99,2.99
2007-02-20 03:44:03.996577,15,5.99,8.98
2007-02-20 21:20:44.996577,15,0.99,9.97
2007-03-02 07:12:44.996577,15,2.99,12.96
2007-03-02 07:57:37.996577,15,2.99,15.95
2007-03-02 14:16:34.996577,15,2.99,18.94
2007-03-02 15:37:50.996577,15,2.99,21.93
2007-03-17 14:49:03.996577,15,7.99,29.92
2007-03-18 03:07:36.996577,15,2.99,32.91
2007-03-18 13:14:52.996577,15,2.99,35.9
2007-03-18 16:28:49.996577,15,2.99,38.89
2007-03-19 18:47:02.996577,15,8.99,47.88
2007-03-19 20:32:12.996577,15,5.99,53.87
2007-03-20 00:28:59.996577,15,5.99,59.86
2007-03-20 02:10:07.996577,15,4.99,64.85
2007-03-20 07:03:07.996577,15,3.99,68.84
2007-03-21 14:59:48.996577,15,0.99,69.83
2007-03-21 22:22:01.996577,15,4.99,74.82
2007-03-22 01:52:07.996577,15,8.99,83.81
2007-03-22 14:04:30.996577,15,0.99,84.8
2007-03-23 15:40:57.996577,15,4.99,89.79
2007-04-06 00:57:47.996577,15,7.99,97.78
2007-04-07 05:54:45.996577,15,5.99,103.77
2007-04-10 09:30:29.996577,15,2.99,106.76
2007-04-10 22:42:45.996577,15,2.99,109.75
2007-04-27 03:44:03.996577,15,4.99,114.74
2007-04-28 21:19:16.996577,15,0.99,115.73
2007-04-29 12:04:27.996577,15,6.99,122.72
2007-04-30 00:41:57.996577,15,4.99,127.71
2007-04-30 15:51:01.996577,15,2.99,130.7
2007-05-14 13:44:29.996577,15,3.98,134.68
2007-05-14 13:44:29.996577,15,0.00,134.68
2007-02-17 05:33:23.996577,16,6.99,6.99
2007-02-17 06:19:19.996577,16,7.99,14.98
2007-02-18 03:24:38.996577,16,1.99,16.97
2007-02-20 05:38:35.996577,16,7.99,24.96
2007-02-21 09:45:08.996577,16,0.99,25.95
2007-03-01 16:21:28.996577,16,2.99,28.94
2007-03-01 17:43:34.996577,16,2.99,31.93
2007-03-02 14:19:10.996577,16,0.99,32.92
2007-03-17 21:21:26.996577,16,2.99,35.91
2007-03-18 06:10:09.996577,16,4.99,40.9
2007-03-18 14:08:12.996577,16,7.99,48.89
2007-03-19 11:36:49.996577,16,4.99,53.88
2007-03-19 20:30:08.996577,16,4.99,58.87
2007-03-19 23:38:53.996577,16,6.99,65.86
2007-03-21 13:14:00.996577,16,8.99,74.85
2007-04-06 00:52:05.996577,16,0.99,75.84
2007-04-07 10:39:48.996577,16,2.99,78.83
2007-04-07 12:53:10.996577,16,3.99,82.82
2007-04-08 01:13:45.996577,16,4.99,87.81
2007-04-11 05:08:57.996577,16,4.99,92.8
2007-04-27 18:08:04.996577,16,0.99,93.79
2007-04-27 20:32:07.996577,16,2.99,96.78
2007-04-29 06:13:26.996577,16,5.99,102.77
2007-04-30 02:22:31.996577,16,5.99,108.76
2007-04-30 09:40:29.996577,16,0.99,109.75
2007-02-17 22:46:24.996577,17,5.99,5.99
2007-02-19 10:57:34.996577,17,8.99,14.98
2007-02-21 03:34:56.996577,17,5.99,20.97
2007-03-17 16:54:48.996577,17,4.99,25.96
2007-03-20 08:53:07.996577,17,2.99,28.95
2007-03-20 20:12:10.996577,17,2.99,31.94
2007-03-21 06:44:07.996577,17,2.99,34.93
2007-03-21 07:10:52.996577,17,2.99,37.92
2007-03-23 11:10:04.996577,17,5.99,43.91
2007-04-10 09:15:23.996577,17,3.99,47.9
2007-04-10 17:53:47.996577,17,3.99,51.89
2007-04-12 19:21:07.996577,17,1.99,53.88
2007-04-28 16:14:24.996577,17,8.99,62.87
2007-04-28 22:05:59.996577,17,2.99,65.86
2007-04-30 06:59:22.996577,17,8.99,74.85
2007-04-30 08:40:18.996577,17,2.99,77.84
2007-04-30 17:52:10.996577,17,8.99,86.83
2007-04-30 22:11:58.996577,17,0.99,87.82
2007-02-15 17:58:44.996577,18,5.99,5.99
2007-02-16 17:51:49.996577,18,4.99,10.98
2007-02-17 18:21:08.996577,18,5.99,16.97
2007-02-20 07:31:17.996577,18,8.99,25.96
2007-03-01 16:01:19.996577,18,4.99,30.95
2007-03-01 17:33:44.996577,18,1.99,32.94
2007-03-02 06:31:28.996577,18,4.99,37.93
2007-03-02 18:51:11.996577,18,4.99,42.92
2007-03-18 05:20:05.996577,18,0.99,43.91
2007-03-19 23:57:55.996577,18,0.99,44.9
2007-04-08 08:44:04.996577,18,3.99,48.89
2007-04-08 11:14:56.996577,18,3.99,52.88
2007-04-08 20:13:05.996577,18,3.99,56.87
2007-04-11 06:43:34.996577,18,2.99,59.86
2007-04-12 17:49:11.996577,18,0.99,60.85
2007-04-28 17:56:03.996577,18,2.99,63.84
2007-04-29 09:46:27.996577,18,4.99,68.83
2007-04-30 04:47:04.996577,18,4.99,73.82
2007-04-30 07:41:47.996577,18,4.99,78.81
2007-02-19 09:11:25.996577,19,2.99,2.99
2007-02-19 21:24:03.996577,19,2.99,5.98
2007-02-21 16:06:28.996577,19,2.99,8.97
2007-03-16 21:56:02.996577,19,8.99,17.96
2007-03-17 12:38:48.996577,19,5.99,23.95
2007-03-18 00:59:44.996577,19,9.99,33.94
2007-03-18 06:09:18.996577,19,2.99,36.93
2007-03-20 08:22:10.996577,19,8.99,45.92
2007-03-20 11:14:58.996577,19,8.99,54.91
2007-03-20 23:01:29.996577,19,4.99,59.9
2007-03-22 08:25:42.996577,19,2.99,62.89
2007-03-23 02:15:13.996577,19,0.99,63.88
2007-04-06 00:53:21.996577,19,4.99,68.87
2007-04-12 01:25:28.996577,19,4.99,73.86
2007-04-30 09:34:49.996577,19,5.99,79.85
2007-04-30 12:57:55.996577,19,0.99,80.84
2007-04-30 18:29:32.996577,19,9.99,90.83
2007-04-30 22:09:01.996577,19,7.99,98.82
2007-02-16 01:02:19.996577,20,0.99,0.99
2007-02-17 19:45:07.996577,20,3.99,4.98
2007-02-18 10:14:52.996577,20,4.99,9.97
2007-02-21 09:50:04.996577,20,4.99,14.96
2007-03-01 02:01:45.996577,20,4.99,19.95
2007-03-01 13:28:16.996577,20,7.99,27.94
2007-03-02 01:58:50.996577,20,1.99,29.93
2007-03-17 10:56:21.996577,20,0.99,30.92
2007-03-17 23:56:41.996577,20,0.99,31.91
2007-03-19 07:17:03.996577,20,4.99,36.9
2007-03-19 10:54:58.996577,20,4.99,41.89
2007-03-19 17:54:08.996577,20,2.99,44.88
2007-03-21 16:31:46.996577,20,2.99,47.87
2007-03-22 08:48:24.996577,20,6.99,54.86
2007-03-22 13:05:48.996577,20,1.99,56.85
2007-03-22 16:21:32.996577,20,0.99,57.84
2007-03-22 23:39:08.996577,20,2.99,60.83
2007-04-06 23:16:51.996577,20,3.99,64.82
2007-04-07 20:08:11.996577,20,2.99,67.81
2007-04-10 09:31:46.996577,20,2.99,70.8
2007-04-11 13:38:44.996577,20,2.99,73.79
2007-04-11 14:21:26.996577,20,6.99,80.78
2007-04-27 08:00:10.996577,20,4.99,85.77
2007-04-28 08:34:36.996577,20,5.99,91.76
2007-04-28 18:13:45.996577,20,2.99,94.75
2007-04-30 06:23:40.996577,20,4.99,99.74
2007-04-30 21:22:18.996577,20,3.99,103.73
2007-02-18 02:37:16.996577,21,7.99,7.99
2007-02-18 04:42:07.996577,21,4.99,12.98
2007-02-18 14:06:21.996577,21,2.99,15.97
2007-02-19 19:42:59.996577,21,4.99,20.96
2007-02-20 23:33:01.996577,21,10.99,31.95
2007-03-01 11:51:32.996577,21,4.99,36.94
2007-03-01 17:57:13.996577,21,0.99,37.93
2007-03-02 05:39:23.996577,21,0.99,38.92
2007-03-17 16:21:35.996577,21,0.99,39.91
2007-03-17 22:02:42.996577,21,2.99,42.9
2007-03-18 17:35:49.996577,21,4.99,47.89
2007-03-18 22:02:48.996577,21,6.99,54.88
2007-03-19 20:06:23.996577,21,2.99,57.87
2007-03-19 20:37:54.996577,21,4.99,62.86
2007-03-19 21:12:04.996577,21,4.99,67.85
2007-03-19 23:19:20.996577,21,8.99,76.84
2007-03-20 07:54:40.996577,21,9.99,86.83
2007-03-20 09:17:09.996577,21,4.99,91.82
2007-03-20 21:52:33.996577,21,8.99,100.81
2007-03-21 01:20:25.996577,21,2.99,103.8
2007-03-21 10:39:07.996577,21,2.99,106.79
2007-03-22 01:48:52.996577,21,4.99,111.78
2007-04-09 05:10:58.996577,21,4.99,116.77
2007-04-10 11:56:06.996577,21,3.99,120.76
2007-04-10 22:11:49.996577,21,2.99,123.75
2007-04-26 21:56:39.996577,21,1.99,125.74
2007-04-28 13:25:20.996577,21,0.99,126.73
2007-04-28 21:24:37.996577,21,6.99,133.72
2007-04-29 22:17:49.996577,21,2.99,136.71
2007-04-30 05:57:51.996577,21,5.99,142.7
2007-04-30 09:13:38.996577,21,0.99,143.69
2007-05-14 13:44:29.996577,21,2.99,146.68
2007-02-21 15:46:27.996577,22,2.99,2.99
2007-03-17 18:23:20.996577,22,5.99,8.98
2007-03-17 21:51:12.996577,22,2.99,11.97
2007-03-18 23:10:50.996577,22,0.99,12.96
2007-03-19 08:11:51.996577,22,9.99,22.95
2007-03-20 20:47:19.996577,22,2.99,25.94
2007-03-21 14:53:09.996577,22,6.99,32.93
2007-03-22 11:46:51.996577,22,7.99,40.92
2007-03-23 04:31:57.996577,22,6.99,47.91
2007-03-23 07:17:09.996577,22,4.99,52.9
